0,2,-1,4,-3,-5,-6,-7,-8,-9
1,-4,3,2,-0,-5,-6,-7,8,9
1,2,-0,-3,4,-5,-6,-7,8,-9
-4,3,2,-1,0,-5,-6,-7,-8,9
